Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
smithis01,2012,174,Ish Smith,PG,23,ORL,1,5,11.7,,,,0.0,23.4,11.5,0.0,0.0,15.4,,0.0,0.0,0.0,0.0,0.086,1.3,8.0,9.3,0.0
smithjr01,2012,175,J.R. Smith,SG,26,NYK,5,175,5.4,0.384,0.368,0.105,1.3,8.0,4.5,12.6,1.9,0.5,12.2,24.5,-0.3,0.0,-0.4,-0.097,-2.9,-0.4,-3.3,-0.1
smithjo03,2012,176,Josh Smith,PF,26,ATL,5,196,15.8,0.432,0.045,0.239,5.6,36.6,20.2,25.6,0.8,2.0,13.4,27.5,-0.2,0.5,0.2,0.059,0.9,2.1,3.1,0.3
speigma01,2012,177,Marreese Speights,PF,24,MEM,7,100,19.1,0.507,0.000,0.244,15.4,21.5,18.3,4.3,1.6,2.6,9.9,23.3,0.2,0.2,0.3,0.151,0.5,0.0,0.5,0.1
splitti01,2012,178,Tiago Splitter,C,27,SAS,13,168,16.6,0.576,0.000,0.915,5.8,18.7,12.5,9.7,1.5,1.7,12.0,20.7,0.3,0.2,0.5,0.131,-0.4,1.5,1.2,0.1
stephla01,2012,179,Lance Stephenson,SG,21,IND,4,12,-11.0,0.304,0.222,0.222,0.0,0.0,0.0,15.7,0.0,0.0,16.8,45.8,-0.1,0.0,-0.1,-0.440,-13.0,-9.4,-22.5,-0.1
stiemgr01,2012,180,Greg Stiemsma,C,26,BOS,19,143,14.3,0.678,0.000,0.333,7.7,25.7,17.0,5.7,1.5,6.2,16.2,8.4,0.3,0.3,0.6,0.197,-2.0,4.6,2.6,0.2
stoneju01,2012,181,Julyan Stone,SG,23,DEN,2,5,33.2,0.500,0.000,0.000,20.6,0.0,10.1,66.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.321,12.3,0.0,12.3,0.0
stoudam01,2012,182,Amar'e Stoudemire,PF,29,NYK,4,139,16.9,0.631,0.000,0.778,6.7,16.4,11.4,4.4,2.0,0.7,19.9,20.5,0.3,0.0,0.3,0.104,0.8,1.0,1.8,0.1
teaguje01,2012,183,Jeff Teague,PG,23,ATL,6,225,14.3,0.516,0.233,0.260,2.0,9.9,5.7,21.4,1.2,1.8,10.9,19.5,0.3,0.4,0.7,0.139,1.3,1.5,2.8,0.3
terryja01,2012,184,Jason Terry,SG,34,DAL,4,139,12.5,0.579,0.455,0.182,0.8,7.4,3.9,21.1,0.4,0.0,14.4,18.4,0.2,-0.1,0.2,0.052,1.2,-1.3,-0.1,0.1
tinslja01,2012,185,Jamaal Tinsley,PG,33,UTA,4,65,3.3,0.345,0.200,0.200,0.0,3.7,1.6,30.5,1.6,0.0,21.6,18.5,-0.2,0.0,-0.2,-0.139,-5.4,-2.5,-7.9,-0.1
turiaro01,2012,186,Ronny Turiaf,C,29,MIA,12,121,8.4,0.504,0.000,0.611,11.3,19.6,15.5,1.3,0.5,5.4,20.8,11.4,0.0,0.2,0.2,0.075,-4.1,1.4,-2.7,0.0
turkohe01,2012,187,Hedo Türkoğlu,SF,32,ORL,5,162,7.7,0.458,0.293,0.268,2.8,7.2,5.0,13.7,1.7,1.9,16.4,16.6,-0.1,0.1,0.0,-0.010,-3.3,0.1,-3.2,-0.1
turneev01,2012,188,Evan Turner,SF,23,PHI,13,449,9.0,0.414,0.039,0.312,3.3,22.2,12.3,13.1,1.5,1.0,14.6,21.9,-0.8,0.8,0.0,0.002,-3.6,0.5,-3.1,-0.1
vucevni01,2012,189,Nikola Vučević,C,21,PHI,1,3,0.6,0.266,0.000,2.000,0.0,39.6,18.7,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-0.183,-7.5,-7.4,-14.9,0.0
wadedw01,2012,190,Dwyane Wade*,SG,30,MIA,23,907,22.0,0.526,0.080,0.390,4.4,11.5,8.0,21.9,2.3,2.7,12.0,29.9,1.8,1.3,3.1,0.165,3.9,1.4,5.3,1.7
wafervo01,2012,191,Von Wafer,SG,26,ORL,1,6,23.2,0.600,0.000,0.000,0.0,19.5,9.6,0.0,0.0,0.0,16.7,48.9,0.0,0.0,0.0,-0.074,0.9,-0.1,0.8,0.0
watsocj01,2012,192,C.J. Watson,PG,27,CHI,6,164,7.3,0.338,0.276,0.276,0.7,7.8,4.3,32.3,1.7,0.0,9.7,20.4,-0.2,0.2,0.0,0.002,-2.8,-0.3,-3.1,0.0
westda01,2012,193,David West,PF,31,IND,11,416,15.7,0.502,0.000,0.297,5.9,20.2,13.1,9.8,1.0,1.2,9.2,20.5,0.6,0.6,1.2,0.134,1.0,0.5,1.5,0.4
westde01,2012,194,Delonte West,PG,28,DAL,4,88,13.5,0.532,0.231,0.192,2.6,7.3,4.8,17.1,1.8,0.0,9.6,16.3,0.1,0.0,0.1,0.072,0.6,0.3,0.9,0.1
westbru01,2012,195,Russell Westbrook,PG,23,OKC,20,767,22.6,0.506,0.160,0.273,3.5,13.4,8.5,28.0,2.1,0.9,9.0,30.7,1.8,0.3,2.1,0.133,3.9,-0.5,3.4,1.0
willilo02,2012,196,Lou Williams,PG,25,PHI,13,358,12.8,0.452,0.338,0.366,0.9,8.0,4.2,20.6,2.0,0.0,8.8,24.2,0.0,0.5,0.5,0.062,0.1,0.1,0.2,0.2
willima02,2012,197,Marvin Williams,SF,25,ATL,6,145,12.4,0.480,0.356,0.200,3.8,23.9,13.3,6.4,1.1,1.1,5.8,17.2,0.1,0.3,0.4,0.121,1.3,0.9,2.2,0.2
willima01,2012,198,Mo Williams,SG,29,LAC,11,229,14.2,0.531,0.351,0.138,0.5,4.3,2.4,12.3,1.4,1.7,10.7,23.5,0.2,0.0,0.2,0.043,1.8,-1.2,0.6,0.2
willise01,2012,199,Sean Williams,C,25,BOS,2,6,-10.5,,,,0.0,19.1,9.9,0.0,0.0,0.0,100.0,8.2,0.0,0.0,0.0,-0.207,-15.6,-1.5,-17.0,0.0
artesro01,2012,200,Metta World Peace,SF,32,LAL,6,236,12.6,0.522,0.600,0.267,1.3,8.3,4.8,9.3,3.0,1.2,6.9,13.8,0.3,0.1,0.4,0.084,0.5,2.3,2.8,0.3
wrighbr03,2012,201,Brandan Wright,C,24,DAL,4,27,2.7,0.425,0.000,0.400,8.4,14.3,11.1,0.0,2.0,3.2,33.8,15.1,-0.1,0.0,-0.1,-0.117,-8.1,-0.8,-8.8,0.0
youngni01,2012,202,Nick Young,SG,26,LAC,11,200,13.9,0.607,0.493,0.269,0.6,6.7,3.7,2.6,0.8,1.6,8.5,19.8,0.4,0.0,0.4,0.101,1.9,-0.8,1.1,0.2
youngsa01,2012,203,Sam Young,SF,26,PHI,2,4,-21.3,0.000,0.500,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,-0.551,-15.3,-9.7,-25.0,0.0
youngth01,2012,204,Thaddeus Young,PF,23,PHI,13,277,14.5,0.478,0.000,0.341,9.6,18.5,13.8,10.3,1.4,1.9,12.5,20.7,0.1,0.5,0.6,0.100,-0.4,0.7,0.3,0.2
afflaar01,2011,1,Arron Afflalo,SG,25,DEN,3,85,7.9,0.453,0.353,0.235,0.0,11.8,5.9,15.3,0.0,0.0,7.4,21.8,-0.1,0.0,-0.1,-0.030,-2.1,-0.6,-2.7,0.0
aldrila01,2011,2,LaMarcus Aldridge,PF,25,POR,6,258,19.2,0.498,0.000,0.209,7.9,13.5,10.8,6.4,1.8,3.5,6.7,26.6,0.3,0.1,0.4,0.073,1.4,-0.5,1.0,0.2
allenma01,2011,3,Malik Allen,PF,32,ORL,1,7,-5.7,0.266,0.000,2.000,0.0,17.2,8.5,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,-0.047,-12.7,0.0,-12.7,0.0
allenra02,2011,4,Ray Allen*,SG,35,BOS,9,361,19.6,0.708,0.514,0.229,1.8,9.3,5.8,10.5,1.6,0.2,7.7,17.2,1.3,0.3,1.7,0.225,4.9,2.3,7.1,0.8
allento01,2011,5,Tony Allen,SG,29,MEM,13,350,10.7,0.479,0.069,0.406,4.8,7.7,6.2,9.3,3.8,1.2,16.8,18.6,-0.2,0.4,0.2,0.030,-3.1,2.2,-0.9,0.1
anderch01,2011,6,Chris Andersen,C,32,DEN,5,73,19.1,0.699,0.000,1.273,7.6,13.7,10.7,7.0,2.1,8.0,14.9,12.6,0.2,0.1,0.3,0.195,1.6,4.8,6.4,0.2
anderry01,2011,7,Ryan Anderson,PF,22,ORL,6,147,8.3,0.429,0.667,0.200,8.0,13.9,10.9,3.5,1.9,0.5,3.0,10.9,0.1,0.2,0.4,0.119,-1.0,0.0,-1.0,0.0
anthoca01,2011,8,Carmelo Anthony,SF,26,NYK,4,156,22.5,0.505,0.295,0.386,8.5,23.0,14.9,26.8,1.7,1.4,11.2,32.7,0.3,0.2,0.5,0.149,6.1,0.5,6.6,0.3
anthojo01,2011,9,Joel Anthony,C,28,MIA,21,575,7.6,0.463,0.000,0.633,7.6,12.7,10.2,2.7,0.8,5.5,17.2,6.4,0.2,0.8,0.9,0.078,-2.5,1.9,-0.6,0.2
arenagi01,2011,10,Gilbert Arenas,PG,29,ORL,5,81,15.9,0.482,0.286,0.143,5.8,14.9,10.3,35.0,0.7,1.0,11.8,29.7,0.1,0.1,0.2,0.108,0.1,1.2,1.3,0.1
arizatr01,2011,11,Trevor Ariza,SF,25,NOH,6,241,15.1,0.491,0.247,0.259,3.9,16.7,10.4,15.4,1.9,1.0,6.9,21.1,0.2,0.1,0.3,0.051,1.2,1.1,2.3,0.3
armsthi01,2011,12,Hilton Armstrong,C,26,ATL,8,35,6.4,0.327,0.000,1.200,13.9,20.6,17.3,4.3,4.8,0.0,20.7,13.5,-0.1,0.1,0.0,0.016,-6.1,0.9,-5.2,0.0
arthuda01,2011,13,Darrell Arthur,PF,22,MEM,13,201,14.8,0.497,0.012,0.200,7.8,8.8,8.3,6.4,1.9,5.0,11.5,23.7,0.0,0.2,0.3,0.062,-1.9,1.0,-0.9,0.1
asikom01,2011,14,Ömer Aşık,C,24,CHI,15,148,4.3,0.431,0.000,0.769,7.9,17.3,12.5,1.0,0.7,4.2,28.7,7.6,-0.1,0.2,0.1,0.034,-6.7,0.9,-5.8,-0.1
bareajo01,2011,15,J.J. Barea,PG,26,DAL,21,390,16.8,0.500,0.291,0.198,2.6,9.6,6.1,34.3,0.9,0.0,11.0,26.3,0.6,0.2,0.8,0.100,1.4,-1.1,0.3,0.2
barnema02,2011,16,Matt Barnes,SF,30,LAL,10,131,9.7,0.438,0.316,0.184,9.9,17.4,13.4,6.3,3.0,1.4,12.7,17.1,0.0,0.1,0.1,0.037,-3.6,0.2,-3.5,0.0
barroea01,2011,17,Earl Barron,C,29,POR,1,0,,,,,,,,,,,,,0.0,0.0,0.0,,-2.8,-1.2,-4.0,0.0
bassbr01,2011,18,Brandon Bass,PF,25,ORL,6,139,13.2,0.503,0.000,0.342,10.1,11.3,10.7,2.7,1.2,2.9,13.8,17.4,0.1,0.2,0.3,0.106,-0.5,0.2,-0.2,0.1
battito01,2011,19,Tony Battie,C,34,PHI,5,38,8.2,0.444,0.000,0.286,5.7,23.3,14.4,0.0,0.0,6.6,11.3,11.2,0.0,0.0,0.0,0.026,-5.1,1.4,-3.7,0.0
battish01,2011,20,Shane Battier,SF,32,MEM,13,339,9.9,0.515,0.439,0.136,5.6,12.2,8.8,6.8,1.1,1.5,7.9,10.2,0.3,0.2,0.6,0.081,-0.5,1.0,0.5,0.2
batumni01,2011,21,Nicolas Batum,SF,22,POR,6,151,10.3,0.503,0.565,0.087,0.8,7.2,4.1,9.4,1.9,3.0,12.8,18.5,0.0,0.0,0.0,-0.003,-0.6,0.8,0.2,0.1
belinma01,2011,22,Marco Belinelli,SG,24,NOH,6,173,6.5,0.448,0.413,0.063,0.0,3.6,1.9,4.2,1.6,0.0,5.8,19.9,-0.2,-0.1,-0.3,-0.070,-2.4,-2.1,-4.6,-0.1
bibbymi01,2011,23,Mike Bibby,PG,32,MIA,20,415,3.6,0.373,0.688,0.042,1.5,8.8,5.3,9.1,1.5,1.2,14.8,13.5,-0.6,0.4,-0.2,-0.029,-4.0,-0.6,-4.6,-0.3
billuch01,2011,24,Chauncey Billups*,PG,34,NYK,1,35,3.4,0.421,0.545,0.182,0.0,7.3,3.2,19.7,0.0,0.0,20.2,18.7,-0.1,0.0,-0.1,-0.078,-3.5,-4.3,-7.8,-0.1
blairde01,2011,25,DeJuan Blair,PF,21,SAS,4,50,9.6,0.366,0.000,0.238,20.4,9.5,15.1,7.3,0.0,1.4,7.9,23.7,0.0,0.0,0.0,-0.021,-2.4,-4.5,-6.9,-0.1
blakest01,2011,26,Steve Blake,PG,30,LAL,9,145,8.0,0.435,0.783,0.000,0.8,12.0,6.0,20.4,1.9,0.0,17.9,9.2,0.0,0.1,0.1,0.031,-1.3,1.3,0.0,0.1
boganke01,2011,27,Keith Bogans,SG,30,CHI,16,307,9.3,0.579,0.855,0.058,1.5,6.3,3.9,6.4,1.8,0.8,9.0,11.7,0.4,0.4,0.7,0.117,-0.7,1.6,0.9,0.2
bonnema01,2011,28,Matt Bonner,PF,30,SAS,6,123,11.8,0.646,0.720,0.400,6.5,11.6,9.0,2.7,0.4,0.6,3.3,11.6,0.3,0.1,0.4,0.159,1.0,-0.3,0.6,0.1
boozeca01,2011,29,Carlos Boozer,C,29,CHI,16,507,15.2,0.494,0.006,0.337,9.2,27.6,18.2,10.0,1.0,1.1,12.0,21.2,0.4,0.9,1.3,0.126,-0.4,0.2,-0.3,0.2
boshch01,2011,30,Chris Bosh*,PF,26,MIA,21,834,18.4,0.553,0.014,0.481,7.0,18.6,12.9,5.4,0.9,1.9,10.2,23.0,1.6,1.0,2.6,0.149,1.5,-0.4,1.1,0.6
brandel01,2011,31,Elton Brand,PF,31,PHI,5,185,17.4,0.576,0.000,0.210,7.0,17.9,12.4,3.1,0.6,2.7,5.6,18.6,0.4,0.1,0.5,0.131,0.4,0.3,0.6,0.1
breweco01,2011,32,Corey Brewer,SG,24,DAL,6,23,12.9,0.500,0.333,0.000,0.0,10.5,5.3,8.0,9.6,0.0,18.2,23.3,0.0,0.1,0.0,0.046,-7.6,5.6,-2.0,0.0
brewero02,2011,33,Ronnie Brewer,SG,25,CHI,16,260,13.7,0.557,0.140,0.340,3.1,12.6,7.8,9.4,2.5,1.8,6.5,10.9,0.4,0.4,0.9,0.162,-0.5,4.1,3.6,0.4
brownsh01,2011,34,Shannon Brown,SG,25,LAL,10,166,14.5,0.536,0.410,0.230,3.5,11.3,7.2,7.6,2.0,1.1,11.8,21.8,0.1,0.1,0.2,0.063,0.3,-0.2,0.1,0.1
bryanko01,2011,35,Kobe Bryant*,SG,32,LAL,10,354,20.6,0.536,0.220,0.328,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,0.5,0.2,0.7,0.099,4.0,-0.5,3.4,0.5
butlera01,2011,36,Rasual Butler,SG,31,CHI,3,7,23.5,1.500,1.000,0.000,0.0,17.4,8.5,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.241,8.6,2.0,10.6,0.0
bynuman01,2011,37,Andrew Bynum,C,23,LAL,10,320,20.6,0.596,0.000,0.343,13.2,25.1,18.8,4.6,0.9,3.9,14.2,20.9,0.7,0.3,1.0,0.154,1.4,-0.6,0.8,0.2
cambyma01,2011,38,Marcus Camby,C,36,POR,6,167,13.1,0.459,0.045,0.091,13.8,28.9,21.6,7.6,1.4,4.8,17.9,8.5,0.1,0.2,0.3,0.089,-0.5,1.9,1.4,0.1
cardibr01,2011,39,Brian Cardinal,SF,33,DAL,9,37,7.3,1.025,1.000,0.500,0.0,9.8,5.0,8.5,1.5,0.0,38.1,10.4,0.0,0.0,0.1,0.077,-3.0,2.5,-0.5,0.0
cartean01,2011,40,Anthony Carter,PG,35,NYK,4,49,18.0,0.598,0.200,0.133,4.1,15.7,9.2,24.3,2.1,1.5,20.1,17.8,0.1,0.0,0.1,0.107,2.0,2.3,4.3,0.1
chalmma01,2011,41,Mario Chalmers,PG,24,MIA,21,511,12.5,0.590,0.677,0.258,1.0,8.3,4.7,15.2,2.9,0.2,16.9,15.9,0.6,0.6,1.2,0.111,-0.6,2.1,1.5,0.4
chandty01,2011,42,Tyson Chandler,C,28,DAL,21,680,15.2,0.631,0.000,0.796,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,1.9,0.8,2.7,0.188,0.6,0.0,0.6,0.5
chandwi01,2011,43,Wilson Chandler,SF,23,DEN,5,115,4.0,0.364,0.241,0.310,1.9,19.3,10.7,2.9,1.3,2.9,10.8,14.7,-0.2,0.1,-0.1,-0.057,-5.4,0.2,-5.2,-0.1
clarkea01,2011,44,Earl Clark,SF,23,ORL,1,6,44.4,0.333,0.000,0.000,39.0,40.2,39.6,34.8,9.2,13.4,0.0,23.8,0.0,0.0,0.0,0.388,11.7,11.8,23.5,0.0
collija04,2011,45,Jason Collins,C,32,ATL,12,158,3.8,0.599,0.000,0.571,4.6,8.4,6.5,1.0,1.8,1.6,22.2,7.0,0.0,0.1,0.2,0.048,-6.2,1.5,-4.7,-0.1
collida01,2011,46,Darren Collison,PG,23,IND,5,146,11.9,0.462,0.130,0.239,2.9,7.4,5.0,24.5,1.8,1.1,15.0,18.5,0.0,0.0,0.0,0.014,0.0,-0.8,-0.8,0.0
collini01,2011,47,Nick Collison,C,30,OKC,17,413,16.2,0.662,0.000,0.303,13.5,13.8,13.7,6.1,1.9,2.8,13.1,10.9,1.1,0.4,1.5,0.177,1.0,2.1,3.1,0.5
conlemi01,2011,48,Mike Conley,PG,23,MEM,13,507,13.7,0.477,0.202,0.290,1.6,10.0,5.7,27.5,1.5,0.5,12.7,21.3,0.3,0.3,0.6,0.059,-0.2,-0.3,-0.5,0.2
cookda02,2011,49,Daequan Cook,SG,23,OKC,17,195,8.2,0.554,0.821,0.071,0.6,14.9,8.0,0.9,0.8,0.0,10.8,15.1,0.1,0.1,0.2,0.054,-1.2,-1.2,-2.4,0.0
crawfja01,2011,50,Jamal Crawford,SG,30,ATL,12,358,16.1,0.521,0.387,0.329,0.3,5.0,2.7,16.3,1.4,0.9,8.3,26.5,0.4,0.2,0.6,0.079,2.4,-0.6,1.8,0.3
davisgl01,2011,51,Glen Davis,C,25,BOS,9,191,5.2,0.433,0.022,0.239,4.7,15.2,10.2,6.5,0.8,0.0,15.0,15.0,-0.2,0.2,0.0,0.003,-5.1,0.2,-4.9,-0.1
denglu01,2011,52,Luol Deng,SF,25,CHI,16,687,15.4,0.525,0.296,0.270,4.6,14.0,9.2,11.2,1.9,1.1,9.2,19.1,1.1,1.1,2.1,0.150,1.0,1.4,2.4,0.8
douglto01,2011,53,Toney Douglas,SG,24,NYK,4,112,10.5,0.493,0.439,0.146,1.8,12.6,6.6,15.1,0.9,0.0,8.4,18.7,0.1,0.0,0.2,0.066,-1.0,-1.1,-2.1,0.0
duhonch01,2011,54,Chris Duhon,PG,28,ORL,1,4,53.8,0.868,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.1,0.0,0.1,0.755,25.6,5.0,30.6,0.0
duncati01,2011,55,Tim Duncan*,C,34,SAS,6,212,15.5,0.500,0.000,0.232,8.6,26.4,17.3,14.1,0.7,5.1,19.1,20.8,-0.1,0.3,0.2,0.053,-0.4,1.5,1.1,0.2
dunlemi02,2011,56,Mike Dunleavy,SG,30,IND,5,72,14.9,0.494,0.500,0.600,0.0,10.0,4.7,19.0,3.0,0.0,3.8,16.5,0.1,0.0,0.2,0.116,2.6,1.6,4.3,0.1
duranke01,2011,57,Kevin Durant,SF,22,OKC,17,722,24.1,0.582,0.316,0.484,3.0,18.8,11.1,13.3,1.2,2.0,9.1,29.0,2.6,0.6,3.3,0.217,5.7,0.2,5.9,1.4
ewingpa02,2011,58,Patrick Ewing,SF,26,NOH,2,2,75.9,1.500,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.346,43.6,6.3,49.9,0.0
feltora01,2011,59,Raymond Felton,SG,26,DEN,5,152,11.2,0.479,0.320,0.480,0.0,6.6,3.3,24.6,2.0,0.0,14.2,21.2,-0.1,0.1,0.0,-0.001,-1.1,-0.4,-1.5,0.0
fernaru01,2011,60,Rudy Fernández,SG,25,POR,6,81,6.8,0.387,0.556,0.500,3.2,14.9,9.2,9.6,1.4,1.1,8.3,15.1,-0.1,0.0,0.0,-0.022,-3.2,-0.2,-3.4,0.0
fieldla01,2011,61,Landry Fields,SG,22,NYK,4,71,0.3,0.198,0.267,0.400,1.4,7.2,4.0,11.3,1.5,3.0,18.5,13.4,-0.3,0.0,-0.2,-0.163,-5.7,-1.8,-7.5,-0.1
fishede01,2011,62,Derek Fisher,PG,36,LAL,10,325,12.4,0.538,0.254,0.313,0.4,10.7,5.2,17.5,2.4,0.5,9.5,12.3,0.5,0.2,0.7,0.101,-0.9,2.4,1.5,0.3
forbega01,2011,63,Gary Forbes,SF,25,DEN,1,2,-12.4,0.000,0.000,0.000,0.0,55.6,27.8,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.497,-14.8,-5.9,-20.7,0.0
fordtj01,2011,64,T.J. Ford,PG,27,IND,2,14,21.9,1.167,0.333,0.000,0.0,8.5,4.0,30.5,0.0,0.0,40.0,16.2,0.0,0.0,0.0,0.145,6.2,-1.1,5.2,0.0
fosteje01,2011,65,Jeff Foster,C,34,IND,5,93,10.2,0.548,0.000,0.667,11.6,18.0,14.6,7.1,1.1,3.5,24.4,10.0,0.0,0.1,0.1,0.059,-2.9,1.1,-1.8,0.0
gallida01,2011,66,Danilo Gallinari,SF,22,DEN,5,148,11.9,0.563,0.341,0.477,0.8,12.0,6.4,12.3,1.4,0.0,11.6,18.6,0.1,0.1,0.2,0.065,0.0,0.6,0.6,0.1
garneke01,2011,67,Kevin Garnett*,PF,34,BOS,9,328,17.3,0.479,0.008,0.228,8.3,27.3,18.3,12.4,2.8,2.3,12.0,23.2,0.0,0.7,0.8,0.113,-0.1,2.5,2.4,0.4
gasolma01,2011,68,Marc Gasol,C,26,MEM,13,519,18.9,0.563,0.014,0.518,8.9,23.8,16.2,9.4,1.4,4.5,13.1,17.5,0.9,0.8,1.7,0.153,1.7,2.2,3.9,0.8
gasolpa01,2011,69,Pau Gasol*,C,30,LAL,10,358,17.3,0.497,0.018,0.402,10.5,17.2,13.6,17.9,0.6,4.2,11.4,19.7,0.6,0.2,0.9,0.115,1.6,0.3,1.9,0.4
georgpa01,2011,70,Paul George,SG,20,IND,5,133,10.0,0.411,0.394,0.242,4.0,18.0,10.6,6.2,2.8,6.1,16.1,14.8,-0.2,0.2,0.0,0.012,-1.8,2.8,1.1,0.1
gibsota01,2011,71,Taj Gibson,PF,25,CHI,16,284,16.5,0.575,0.013,0.197,10.7,17.1,13.9,5.7,1.0,6.0,14.5,15.7,0.4,0.5,0.9,0.153,-1.1,2.7,1.5,0.3
ginobma01,2011,72,Manu Ginóbili*,SG,33,SAS,5,174,22.3,0.585,0.400,0.586,1.3,12.3,6.7,23.6,4.0,1.2,16.2,28.3,0.3,0.3,0.6,0.155,4.2,2.9,7.1,0.4
grangda01,2011,73,Danny Granger,SF,27,IND,5,183,22.0,0.556,0.256,0.178,3.5,14.4,8.7,19.5,1.7,0.4,6.7,25.7,0.5,0.1,0.6,0.170,5.8,0.8,6.6,0.4
grayaa01,2011,74,Aaron Gray,C,26,NOH,6,87,9.6,0.636,0.000,0.615,4.6,26.0,15.6,4.0,1.3,1.9,23.2,12.4,0.0,0.1,0.1,0.034,-3.3,1.6,-1.7,0.0
greenda02,2011,75,Danny Green,SG,23,SAS,4,7,26.0,0.417,0.667,0.000,0.0,17.0,8.3,70.8,7.6,10.3,14.3,46.9,0.0,0.0,0.0,0.027,6.4,9.7,16.1,0.0
greenje02,2011,76,Jeff Green,SF,24,BOS,9,173,9.9,0.542,0.302,0.340,4.5,12.1,8.5,1.9,1.6,2.0,16.5,20.2,0.0,0.2,0.2,0.046,-2.5,0.8,-1.7,0.0
greenwi01,2011,77,Willie Green,SG,29,NOH,6,84,6.1,0.435,0.250,0.194,1.6,6.0,3.8,9.2,1.3,0.0,7.1,25.0,-0.1,0.0,-0.2,-0.090,-4.7,-2.0,-6.7,-0.1
haddaha01,2011,78,Hamed Haddadi,C,25,MEM,9,31,11.7,0.435,0.100,0.600,10.9,19.0,14.8,0.0,0.0,13.5,13.7,21.5,0.0,0.1,0.0,0.044,-5.5,2.6,-2.9,0.0
hansbty01,2011,79,Tyler Hansbrough,PF,25,IND,5,164,8.9,0.412,0.000,0.300,8.5,10.2,9.3,5.4,2.0,0.0,11.7,21.2,-0.2,0.1,-0.1,-0.027,-3.0,-2.4,-5.4,-0.1
hardeja01,2011,80,James Harden,SG,21,OKC,17,537,19.1,0.634,0.547,0.576,2.2,16.9,9.8,19.2,2.1,1.9,13.8,17.1,1.6,0.6,2.2,0.193,3.0,2.7,5.7,1.0
harrial01,2011,81,Al Harrington,PF,30,DEN,5,70,12.8,0.589,0.455,0.182,1.6,9.5,5.6,13.3,2.2,0.0,14.4,18.1,0.1,0.0,0.1,0.064,1.5,1.5,3.0,0.1
hasleud01,2011,82,Udonis Haslem,PF,30,MIA,12,290,7.1,0.435,0.000,0.147,5.6,16.7,11.3,5.4,1.2,1.1,13.2,14.0,-0.2,0.3,0.2,0.030,-3.8,-0.3,-4.1,-0.1
hawessp01,2011,83,Spencer Hawes,C,22,PHI,5,98,8.1,0.374,0.030,0.121,5.5,15.8,10.6,15.8,0.0,1.7,5.4,18.0,-0.1,0.0,-0.1,-0.027,-3.3,0.0,-3.3,0.0
haywobr01,2011,84,Brendan Haywood,C,31,DAL,18,275,10.7,0.561,0.000,1.387,15.5,17.1,16.3,2.2,0.4,5.4,20.7,11.2,0.3,0.3,0.6,0.110,-3.0,1.3,-1.6,0.0
hibbero01,2011,85,Roy Hibbert,C,24,IND,5,132,12.4,0.495,0.000,0.378,12.2,17.2,14.6,4.3,0.8,5.5,19.9,22.4,-0.1,0.1,0.0,0.006,-3.5,-0.5,-4.0,-0.1
hilarne01,2011,86,Nenê,C,28,DEN,5,162,17.1,0.529,0.000,1.043,9.6,21.3,15.5,9.1,1.6,2.1,10.6,21.2,0.2,0.2,0.4,0.115,1.4,0.4,1.8,0.2
hillge01,2011,87,George Hill,PG,24,SAS,6,189,15.6,0.554,0.300,0.600,3.0,15.8,9.2,12.7,2.5,0.8,11.2,17.7,0.3,0.2,0.5,0.135,0.4,2.0,2.4,0.2
hinriki01,2011,88,Kirk Hinrich,PG,30,ATL,6,173,14.6,0.582,0.365,0.019,0.7,9.0,4.9,17.3,2.3,1.0,7.1,16.0,0.3,0.2,0.5,0.132,0.3,2.9,3.2,0.2
holidjr01,2011,89,Jrue Holiday,PG,20,PHI,5,188,17.2,0.550,0.362,0.259,1.7,9.4,5.5,25.8,3.0,0.9,14.6,19.3,0.2,0.1,0.4,0.094,2.6,2.2,4.8,0.3
horfoal01,2011,90,Al Horford,C,24,ATL,12,468,13.3,0.458,0.015,0.190,6.5,23.1,14.9,16.0,0.6,2.2,10.3,17.3,0.1,0.6,0.7,0.070,-0.1,0.1,0.0,0.2
houseed01,2011,91,Eddie House,SG,32,MIA,7,48,0.3,0.324,0.588,0.000,2.6,9.9,6.3,3.5,4.6,0.0,19.0,21.3,-0.2,0.1,-0.1,-0.133,-9.2,0.3,-9.0,-0.1
howardw01,2011,92,Dwight Howard,C,25,ORL,6,258,26.1,0.677,0.012,1.086,12.3,30.8,21.4,2.6,0.9,3.4,21.6,28.2,0.7,0.6,1.3,0.238,3.3,1.7,5.0,0.5
