Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
mcbrimi01,2024,121,Miles McBride,PG,23,NYK,13,347,11.2,0.553,0.548,0.097,2.3,7.7,4.9,10.8,1.1,0.5,7.8,17.8,0.4,-0.1,0.3,0.047,-1.4,-0.2,-1.6,0.0
mccolcj01,2024,122,CJ McCollum,PG,32,NOP,4,148,9.9,0.474,0.392,0.027,1.4,13.5,7.0,26.3,2.4,2.0,17.6,26.9,-0.4,0.2,-0.2,-0.059,-1.4,1.5,0.2,0.1
mccontj01,2024,123,T.J. McConnell,PG,31,IND,17,348,20.0,0.522,0.141,0.081,3.8,13.6,8.8,37.3,2.2,0.5,9.9,27.6,0.6,0.2,0.8,0.104,2.2,-0.5,1.7,0.3
mcdanja02,2024,124,Jaden McDaniels,SF,23,MIN,16,537,13.1,0.627,0.400,0.250,6.2,7.3,6.7,5.0,1.4,3.2,9.9,14.6,0.8,0.5,1.4,0.121,-0.4,2.0,1.6,0.5
mcderdo01,2024,125,Doug McDermott,SF,32,IND,10,64,8.6,0.591,0.727,0.000,3.8,1.8,2.8,13.0,0.0,2.9,8.3,8.5,0.1,0.0,0.1,0.063,0.1,0.3,0.5,0.0
mclaujo01,2024,126,Jordan McLaughlin,PG,27,MIN,6,30,-5.8,0.202,0.556,0.222,0.0,15.8,7.9,9.0,0.0,0.0,16.8,18.0,-0.2,0.0,-0.2,-0.254,-12.6,-3.7,-16.3,-0.1
meltode01,2024,127,De'Anthony Melton,SG,25,PHI,1,7,-7.3,0.000,1.000,0.000,0.0,15.5,8.0,18.9,0.0,0.0,0.0,13.2,0.0,0.0,0.0,-0.234,-12.2,-1.7,-13.9,0.0
merrisa01,2024,128,Sam Merrill,SG,27,CLE,10,125,8.0,0.544,0.931,0.103,1.9,9.1,5.5,10.3,0.0,0.0,0.0,11.3,0.1,0.1,0.2,0.079,-1.2,-1.5,-2.6,0.0
middlkh01,2024,129,Khris Middleton,SF,32,MIL,6,230,20.4,0.582,0.272,0.263,5.9,21.0,13.5,20.4,0.7,0.4,9.9,28.2,0.5,0.1,0.6,0.123,1.1,-0.6,0.5,0.1
millele01,2024,130,Leonard Miller,SF,20,MIN,3,7,5.6,0.000,1.000,0.000,17.0,50.7,33.9,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,-0.002,-5.4,-3.9,-9.3,0.0
millspa02,2024,131,Patty Mills,PG,35,MIA,3,52,7.7,0.480,0.647,0.235,2.2,0.0,1.1,9.2,1.0,0.0,5.1,18.6,0.0,0.0,0.0,-0.036,-2.3,0.2,-2.1,0.0
miltosh01,2024,132,Shake Milton,SG,27,NYK,4,22,3.9,0.289,0.333,1.000,0.0,5.6,2.7,11.1,2.4,0.0,0.0,17.3,0.0,0.0,0.0,-0.082,-6.1,-0.8,-6.8,0.0
minotjo01,2024,133,Josh Minott,SF,21,MIN,5,18,7.2,0.333,0.556,0.000,6.6,26.3,16.5,23.9,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.005,-1.6,-0.7,-2.3,0.0
mitchdo01,2024,134,Donovan Mitchell,SG,27,CLE,10,382,22.2,0.584,0.364,0.289,1.8,14.3,8.1,24.6,1.8,0.8,9.9,34.3,0.5,0.4,1.0,0.120,5.8,1.4,7.2,0.9
mobleev01,2024,135,Evan Mobley,PF,22,CLE,12,422,18.9,0.593,0.123,0.247,8.3,21.8,15.1,11.3,1.2,6.2,12.0,20.3,0.5,0.7,1.2,0.136,1.2,2.1,3.3,0.6
moorewe01,2024,136,Wendell Moore Jr.,SG,22,MIN,6,18,9.3,0.500,0.571,0.000,0.0,13.1,6.6,17.3,2.9,0.0,12.5,20.2,0.0,0.0,0.0,0.031,-5.6,4.2,-1.4,0.0
morrima03,2024,137,Marcus Morris,PF,34,CLE,9,138,11.7,0.558,0.479,0.063,1.7,19.0,10.4,3.5,1.5,0.0,5.7,17.7,0.0,0.2,0.2,0.064,-0.2,0.1,-0.1,0.1
morrima02,2024,138,Markieff Morris,PF,34,DAL,1,12,-4.2,0.300,0.600,0.000,0.0,37.9,19.1,0.0,0.0,0.0,16.7,22.7,-0.1,0.0,-0.1,-0.217,-11.6,-1.4,-12.9,0.0
morrimo01,2024,139,Monte Morris,PG,28,MIN,9,67,6.6,0.340,0.467,0.067,1.8,8.8,5.3,20.0,1.6,1.4,0.0,21.0,-0.1,0.1,0.0,-0.027,-6.0,0.4,-5.7,-0.1
murphtr02,2024,140,Trey Murphy III,SF,23,NOP,4,168,7.7,0.479,0.625,0.000,1.8,16.1,8.4,9.1,1.5,3.6,14.3,14.6,-0.2,0.2,0.0,0.008,-1.9,1.5,-0.4,0.1
murraja01,2024,141,Jamal Murray,PG,26,DEN,12,462,12.2,0.474,0.293,0.104,2.2,10.9,6.4,24.4,1.1,1.2,10.6,29.0,-0.5,0.4,-0.1,-0.012,0.2,-1.7,-1.4,0.1
mykhasv01,2024,142,Svi Mykhailiuk,SF,26,BOS,8,32,-0.2,0.333,0.750,0.000,3.7,14.6,9.2,4.3,1.6,0.0,14.3,20.3,-0.1,0.0,-0.1,-0.125,-7.9,-1.6,-9.5,-0.1
nancela02,2024,143,Larry Nance Jr.,C,31,NOP,4,84,15.9,0.636,0.235,0.353,18.0,25.2,21.3,14.4,1.2,0.0,26.3,13.9,0.1,0.1,0.2,0.097,0.4,1.3,1.7,0.1
nembhan01,2024,144,Andrew Nembhard,PG,24,IND,17,554,16.6,0.654,0.330,0.143,3.0,8.7,5.9,23.0,0.6,0.7,10.6,17.7,1.6,0.0,1.6,0.135,1.5,-0.3,1.2,0.5
nesmiaa01,2024,145,Aaron Nesmith,SF,24,IND,17,559,9.6,0.566,0.560,0.262,4.1,13.4,8.8,8.1,1.0,1.5,12.8,14.6,0.4,0.2,0.6,0.049,-2.6,-0.6,-3.2,-0.2
niangge01,2024,146,Georges Niang,PF,30,CLE,10,121,-1.1,0.314,0.561,0.195,2.9,8.5,5.7,4.7,1.7,1.7,13.6,19.8,-0.5,0.1,-0.4,-0.164,-9.3,-1.4,-10.8,-0.3
nnajize01,2024,147,Zeke Nnaji,PF,23,DEN,3,14,9.9,0.644,0.000,0.667,15.8,0.0,8.1,0.0,0.0,6.7,34.0,19.3,0.0,0.0,0.0,-0.029,-4.0,-1.2,-5.2,0.0
nurkiju01,2024,148,Jusuf Nurkić,C,29,PHO,4,104,16.7,0.503,0.077,0.423,15.1,23.7,19.3,17.4,3.0,5.3,16.3,16.6,0.1,0.1,0.1,0.056,0.1,1.7,1.7,0.1
onealro01,2024,149,Royce O'Neale,SF,30,PHO,4,104,5.1,0.455,0.818,0.000,5.8,16.6,11.1,5.8,0.5,0.0,8.3,10.8,0.0,-0.1,-0.1,-0.047,-2.3,-3.2,-5.5,-0.1
okekech01,2024,150,Chuma Okeke,SF,25,ORL,2,10,23.9,0.872,0.667,0.333,0.0,0.0,0.0,18.7,0.0,0.0,0.0,15.1,0.1,0.0,0.1,0.362,9.3,4.1,13.4,0.0
okogijo01,2024,151,Josh Okogie,SG,25,PHO,4,29,12.5,0.601,0.333,0.667,0.0,17.0,8.4,12.3,3.5,0.0,14.7,22.1,0.0,0.0,0.0,0.006,-4.6,1.1,-3.6,0.0
okorois01,2024,152,Isaac Okoro,SF,23,CLE,12,263,5.4,0.446,0.500,0.129,2.2,6.9,4.6,7.2,2.2,1.5,12.9,15.0,-0.4,0.3,-0.1,-0.020,-5.0,0.8,-4.2,-0.1
oubreke01,2024,153,Kelly Oubre Jr.,SF,28,PHI,6,224,12.5,0.574,0.359,0.172,4.7,7.3,6.0,7.2,2.6,2.7,10.4,15.8,0.2,0.2,0.3,0.071,-0.6,1.5,0.8,0.2
payneca01,2024,154,Cameron Payne,PG,29,PHI,5,61,12.7,0.560,0.720,0.000,0.0,10.7,5.5,19.3,0.9,5.6,10.7,21.1,0.0,0.0,0.1,0.059,0.7,0.9,1.6,0.1
pickeja02,2024,155,Jalen Pickett,SG,24,DEN,3,11,17.0,0.667,0.333,0.000,0.0,10.6,5.2,14.5,0.0,8.5,0.0,12.5,0.0,0.0,0.0,0.173,2.9,4.3,7.2,0.0
plumlma01,2024,156,Mason Plumlee,C,33,LAC,6,66,12.1,0.441,0.000,0.444,12.3,22.1,17.2,9.5,2.4,3.1,8.5,16.3,0.0,0.1,0.1,0.070,-3.7,1.3,-2.4,0.0
portemi01,2024,157,Michael Porter Jr.,SF,25,DEN,12,443,13.1,0.600,0.555,0.178,2.0,19.6,10.5,4.5,1.3,2.1,10.3,18.2,0.2,0.5,0.8,0.081,0.3,0.3,0.6,0.3
portibo01,2024,158,Bobby Portis,PF,28,MIL,6,187,16.3,0.512,0.132,0.143,9.7,31.2,20.5,5.3,0.8,0.5,8.5,26.0,0.0,0.1,0.1,0.032,-1.6,-1.9,-3.4,-0.1
porzikr01,2024,159,Kristaps Porziņģis,C,28,BOS,7,165,19.6,0.617,0.483,0.367,2.9,19.1,11.0,7.5,1.6,6.1,6.7,21.0,0.4,0.3,0.7,0.204,2.0,2.5,4.6,0.3
poweldw01,2024,160,Dwight Powell,C,32,DAL,13,44,5.1,0.532,0.000,2.000,7.9,23.3,15.6,8.7,1.2,0.0,34.7,8.9,0.0,0.1,0.0,0.049,-7.0,1.0,-6.0,0.0
powelno01,2024,161,Norman Powell,SG,30,LAC,6,179,9.1,0.570,0.475,0.246,1.9,8.8,5.4,1.9,0.9,0.0,9.4,19.0,0.1,0.0,0.1,0.029,-1.6,-1.0,-2.6,0.0
princta02,2024,162,Taurean Prince,PF,29,LAL,5,111,9.5,0.569,0.586,0.276,1.0,10.7,6.0,3.6,0.5,1.5,3.0,14.0,0.1,0.1,0.2,0.070,-2.0,0.6,-1.5,0.0
pritcpa01,2024,163,Payton Pritchard,PG,26,BOS,19,355,10.9,0.553,0.571,0.114,4.7,7.5,6.1,16.3,0.6,0.0,11.3,16.3,0.4,0.3,0.8,0.103,-0.5,-1.0,-1.5,0.0
prospol01,2024,164,Olivier-Maxence Prosper,PF,21,DAL,3,9,-1.1,0.000,0.000,0.000,0.0,37.9,19.1,13.7,0.0,0.0,0.0,10.1,0.0,0.0,0.0,-0.121,-7.5,0.9,-6.6,0.0
quetane01,2024,165,Neemias Queta,C,24,BOS,3,13,17.4,0.667,0.000,0.000,9.1,17.9,13.5,0.0,0.0,7.1,0.0,10.7,0.0,0.0,0.1,0.189,1.0,-0.5,0.5,0.0
reaveau01,2024,166,Austin Reaves,SG,25,LAL,5,174,18.0,0.589,0.413,0.302,3.3,8.7,6.1,14.9,2.0,1.5,5.3,20.0,0.4,0.2,0.5,0.144,2.2,1.6,3.8,0.3
reedpa01,2024,167,Paul Reed,C,24,PHI,6,43,13.2,0.455,0.000,0.222,24.5,17.7,21.0,7.0,1.2,5.9,23.3,13.8,0.0,0.0,0.1,0.067,-3.3,-1.1,-4.3,0.0
reidna01,2024,168,Naz Reid,C,24,MIN,16,361,14.4,0.569,0.486,0.218,3.0,16.4,9.7,7.1,1.2,3.2,8.3,21.4,0.3,0.4,0.7,0.095,-0.2,1.0,0.8,0.3
robindu01,2024,169,Duncan Robinson,SF,29,MIA,5,60,1.7,0.406,0.813,0.000,0.0,10.1,4.9,15.2,1.8,0.0,23.8,17.1,-0.2,0.0,-0.2,-0.141,-8.4,-1.3,-9.7,-0.1
robinmi01,2024,170,Mitchell Robinson,C,25,NYK,6,115,15.5,0.485,0.000,0.571,22.5,19.1,20.9,3.4,2.7,5.6,14.6,7.9,0.2,0.1,0.3,0.118,-1.6,1.6,0.0,0.1
robinor01,2024,171,Orlando Robinson,C,23,MIA,1,2,2.3,0.000,1.000,0.000,0.0,60.6,29.3,67.4,0.0,0.0,0.0,24.5,0.0,0.0,0.0,-0.362,-3.8,5.8,2.0,0.0
robinje02,2024,172,Jeremiah Robinson-Earl,PF,23,NOP,1,5,14.0,0.347,0.000,1.000,20.1,0.0,10.8,40.2,0.0,0.0,0.0,25.2,0.0,0.0,0.0,-0.066,4.4,-4.5,-0.1,0.0
roddyda01,2024,173,David Roddy,PF,22,PHO,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.073,-2.8,-1.2,-4.0,0.0
russeda01,2024,174,D'Angelo Russell,PG,27,LAL,5,185,8.8,0.481,0.603,0.027,0.6,7.6,4.2,15.9,1.1,0.5,10.9,20.7,-0.2,0.1,-0.1,-0.028,-1.7,-1.6,-3.3,-0.1
ryanma01,2024,175,Matt Ryan,SF,26,NOP,1,3,-9.1,0.000,1.000,0.000,0.0,39.3,18.1,0.0,17.0,0.0,50.0,29.2,-0.1,0.0,0.0,-0.575,-23.8,10.5,-13.3,0.0
sheppbe01,2024,176,Ben Sheppard,SG,22,IND,17,335,8.3,0.587,0.704,0.127,3.6,14.1,8.9,6.1,1.2,0.3,12.8,11.6,0.2,0.1,0.3,0.042,-2.5,0.0,-2.5,0.0
siakapa01,2024,177,Pascal Siakam,PF,29,IND,17,603,20.7,0.578,0.162,0.217,8.4,16.4,12.5,16.1,1.1,1.1,5.6,25.2,1.5,0.2,1.8,0.140,3.1,-0.8,2.3,0.7
simsje01,2024,178,Jericho Sims,C,25,NYK,5,27,23.0,0.931,0.000,2.000,12.5,22.6,17.4,5.0,3.9,3.4,0.0,6.1,0.1,0.0,0.1,0.258,2.5,4.3,6.7,0.1
smithja04,2024,179,Jalen Smith,C,23,IND,7,42,12.5,0.564,0.500,1.000,20.0,19.2,19.6,5.6,2.4,2.2,25.8,16.7,0.0,0.0,0.1,0.072,-3.4,-1.0,-4.4,0.0
sprinja01,2024,180,Jaden Springer,PG,21,BOS,4,22,4.9,0.667,0.000,0.000,0.0,15.9,8.0,6.3,0.0,4.2,40.0,10.6,0.0,0.0,0.0,-0.006,-5.3,1.4,-3.9,0.0
strawju01,2024,181,Julian Strawther,SF,21,DEN,3,16,4.3,0.451,0.667,0.667,0.0,14.6,7.1,0.0,3.2,0.0,11.4,25.1,0.0,0.0,0.0,-0.077,-7.1,0.9,-6.2,0.0
strusma01,2024,182,Max Strus,SF,27,CLE,12,434,8.1,0.542,0.699,0.049,2.1,14.7,8.5,11.8,1.1,0.0,12.5,12.9,0.0,0.4,0.5,0.051,-2.5,0.6,-1.9,0.0
suggsja01,2024,183,Jalen Suggs,SG,22,ORL,7,232,12.6,0.541,0.585,0.366,5.1,12.6,8.6,16.7,2.0,1.2,17.4,21.8,0.0,0.5,0.5,0.104,-0.3,1.8,1.5,0.2
tatumja01,2024,184,Jayson Tatum,PF,25,BOS,19,768,20.1,0.549,0.371,0.368,2.6,25.3,14.1,25.5,1.4,1.6,10.4,29.2,1.3,1.3,2.7,0.167,2.3,1.4,3.7,1.1
theisda01,2024,185,Daniel Theis,C,31,LAC,1,4,35.8,1.500,1.000,0.000,0.0,28.0,14.2,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.267,17.6,3.4,21.0,0.0
thomais02,2024,186,Isaiah Thomas,PG,34,PHO,1,4,-33.0,0.000,0.500,0.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,35.2,-0.1,0.0,-0.1,-1.032,-27.1,-16.6,-43.7,0.0
thomptr01,2024,187,Tristan Thompson,C,32,CLE,10,87,12.5,0.444,0.000,0.125,13.4,13.1,13.2,16.4,0.6,5.8,10.6,10.1,0.1,0.1,0.2,0.106,-1.4,1.9,0.5,0.1
tillmxa01,2024,188,Xavier Tillman Sr.,PF,25,BOS,8,69,11.2,0.711,0.125,0.125,6.9,16.9,11.9,5.9,2.3,4.0,26.2,7.7,0.1,0.1,0.2,0.138,-2.6,3.2,0.6,0.0
toppiob01,2024,189,Obi Toppin,PF,25,IND,17,343,18.5,0.634,0.415,0.185,3.5,21.8,12.8,11.9,0.9,1.6,8.8,21.1,0.7,0.2,0.9,0.125,2.7,0.0,2.6,0.4
townska01,2024,190,Karl-Anthony Towns,PF,28,MIN,16,522,19.2,0.581,0.358,0.297,8.0,24.7,16.3,13.4,1.2,0.5,9.3,25.2,1.1,0.6,1.7,0.155,2.2,0.6,2.8,0.6
tuckepj01,2024,191,P.J. Tucker,PF,38,LAC,2,31,8.3,0.917,0.667,0.000,11.2,0.0,5.5,0.0,0.0,0.0,33.3,13.2,0.0,0.0,0.0,0.019,-1.9,-1.7,-3.6,0.0
turnemy01,2024,192,Myles Turner,C,27,IND,17,550,17.5,0.637,0.420,0.244,5.7,18.2,12.1,9.0,0.7,4.2,12.7,21.4,0.9,0.3,1.2,0.104,1.8,0.0,1.8,0.5
tysonhu01,2024,193,Hunter Tyson,PF,23,DEN,3,14,-6.8,0.102,0.750,0.500,7.9,16.7,12.2,8.8,0.0,0.0,17.0,19.3,-0.1,0.0,-0.1,-0.315,-11.0,-5.5,-16.5,-0.1
valanjo01,2024,194,Jonas Valančiūnas,C,31,NOP,4,90,23.6,0.586,0.024,0.405,20.1,34.0,26.5,12.3,1.1,0.0,16.8,29.0,0.1,0.1,0.2,0.107,3.4,-0.2,3.2,0.1
vincega01,2024,195,Gabe Vincent,PG,27,LAL,5,69,-0.4,0.292,0.583,0.000,1.6,11.0,6.4,5.3,1.5,0.0,20.0,10.0,-0.2,0.1,-0.1,-0.085,-9.6,1.3,-8.3,-0.1
wadede01,2024,196,Dean Wade,PF,27,CLE,3,63,5.3,0.423,0.769,0.000,1.8,9.0,5.5,11.1,0.8,3.2,13.3,11.1,-0.1,0.1,0.0,-0.003,-3.9,0.9,-3.1,0.0
wagnefr01,2024,197,Franz Wagner,SF,22,ORL,7,259,17.7,0.539,0.330,0.427,4.1,17.1,10.3,20.9,1.0,3.3,6.9,22.2,0.5,0.6,1.1,0.203,2.3,2.6,4.9,0.5
wagnemo01,2024,198,Moritz Wagner,C,26,ORL,7,105,12.4,0.506,0.250,0.472,11.2,22.2,16.5,3.3,2.9,2.7,15.5,21.5,-0.1,0.3,0.2,0.102,-4.0,1.5,-2.5,0.0
walkeja02,2024,199,Jarace Walker,PF,20,IND,9,31,0.6,0.353,0.300,0.300,3.9,11.1,7.6,15.6,3.3,3.0,34.6,25.3,-0.2,0.0,-0.2,-0.262,-10.1,-0.8,-10.9,-0.1
wallaca01,2024,200,Cason Wallace,SG,20,OKC,10,198,7.6,0.501,0.683,0.049,4.1,3.2,3.6,6.8,2.3,1.0,8.7,10.6,0.0,0.3,0.3,0.082,-2.9,1.5,-1.4,0.0
walshjo01,2024,201,Jordan Walsh,SF,19,BOS,3,11,2.2,0.333,0.333,0.000,0.0,21.2,10.7,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,-0.046,-6.0,-2.6,-8.6,0.0
warretj01,2024,202,T.J. Warren,SF,30,MIN,3,11,4.1,0.000,0.500,0.000,21.6,10.8,16.2,11.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-0.033,-2.0,-2.7,-4.6,0.0
washipj01,2024,203,P.J. Washington,PF,25,DAL,22,785,11.3,0.554,0.577,0.235,4.9,16.2,10.6,5.8,1.1,2.1,11.0,16.8,0.4,0.9,1.3,0.081,-0.9,0.9,0.1,0.4
waterli01,2024,204,Lindy Waters III,SG,26,OKC,3,9,-3.0,0.000,1.000,0.000,0.0,11.9,6.1,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,-0.067,-9.2,-2.8,-12.0,0.0
watsope01,2024,205,Peyton Watson,SF,21,DEN,10,90,3.1,0.338,0.500,0.250,2.5,16.9,9.5,6.0,0.0,6.2,10.1,15.1,-0.2,0.1,-0.1,-0.065,-6.5,-0.1,-6.6,-0.1
westbru01,2024,206,Russell Westbrook,PG,35,LAC,6,114,5.2,0.341,0.340,0.260,6.1,18.7,12.5,13.9,3.2,2.7,15.2,26.3,-0.5,0.1,-0.3,-0.146,-5.8,0.2,-5.7,-0.1
whitede01,2024,207,Derrick White,SG,29,BOS,19,676,18.3,0.617,0.668,0.158,3.3,10.7,7.0,17.4,1.4,3.1,5.8,18.8,1.9,1.0,2.9,0.205,3.6,1.7,5.3,1.3
wiggiaa01,2024,208,Aaron Wiggins,SG,25,OKC,10,157,14.9,0.598,0.426,0.234,6.6,15.6,11.3,9.4,1.9,1.8,14.8,17.7,0.1,0.3,0.5,0.139,0.1,2.1,2.2,0.2
willija06,2024,209,Jalen Williams,PF,22,OKC,10,377,17.8,0.544,0.244,0.169,4.0,15.6,10.0,23.0,2.3,1.3,10.0,23.1,0.4,0.8,1.2,0.152,1.4,2.3,3.8,0.6
willija07,2024,210,Jaylin Williams,C,21,OKC,10,127,16.5,0.633,0.667,0.121,3.6,23.5,13.9,17.0,1.6,2.2,7.9,13.6,0.3,0.3,0.6,0.214,2.4,4.1,6.5,0.3
willike04,2024,211,Kenrich Williams,PF,29,OKC,7,32,4.6,0.250,0.625,0.000,3.6,23.3,13.8,12.4,1.6,0.0,0.0,11.4,-0.1,0.1,0.0,0.023,-6.5,1.8,-4.7,0.0
wrighde01,2024,212,Delon Wright,PG,31,MIA,4,107,15.5,0.766,0.500,0.100,2.1,11.3,6.6,10.4,2.0,1.1,0.0,9.6,0.3,0.1,0.4,0.158,0.1,3.8,3.9,0.2
youngth01,2024,213,Thaddeus Young,PF,35,PHO,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.073,-3.2,-3.1,-6.3,0.0
zubaciv01,2024,214,Ivica Zubac,C,26,LAC,6,192,19.6,0.615,0.000,0.286,10.8,22.2,16.6,6.0,1.4,1.6,9.2,20.6,0.4,0.2,0.6,0.141,1.2,0.3,1.4,0.2
adebaba01,2023,1,Bam Adebayo,C,25,MIA,23,850,15.8,0.530,0.009,0.274,8.3,22.5,15.3,15.9,1.2,1.8,13.8,23.8,0.3,1.1,1.4,0.078,-1.2,0.5,-0.7,0.3
aldamsa01,2023,2,Santi Aldama,PF,22,MEM,6,101,15.0,0.576,0.455,0.061,6.6,20.6,13.1,10.9,1.4,0.0,5.6,14.9,0.2,0.1,0.3,0.139,2.3,1.7,4.0,0.2
alexani01,2023,3,Nickeil Alexander-Walker,SG,24,MIN,5,148,7.7,0.578,0.714,0.086,0.8,7.3,3.9,7.1,1.0,0.6,9.9,12.6,0.0,0.0,0.0,0.011,-1.9,0.0,-1.9,0.0
allengr01,2023,4,Grayson Allen,SG,27,MIL,5,149,11.0,0.658,0.707,0.171,0.7,8.7,4.5,7.8,0.6,0.0,8.3,13.6,0.2,0.0,0.2,0.073,-0.2,-1.0,-1.1,0.0
allenja01,2023,5,Jarrett Allen,C,24,CLE,5,191,13.9,0.608,0.000,0.167,9.5,12.9,11.3,10.2,1.1,2.3,7.2,10.2,0.3,0.3,0.6,0.150,0.6,1.8,2.4,0.2
anderky01,2023,6,Kyle Anderson,PF,29,MIN,4,104,14.9,0.551,0.200,0.067,3.3,14.9,9.0,27.6,3.4,1.7,16.3,16.4,0.1,0.1,0.2,0.079,-0.5,4.2,3.7,0.1
antetgi01,2023,7,Giannis Antetokounmpo,PF,28,MIL,3,91,18.8,0.525,0.057,0.585,9.5,32.4,20.4,29.8,0.5,1.9,17.4,37.3,-0.1,0.1,0.0,-0.026,1.3,0.6,2.0,0.1
antetth01,2023,8,Thanasis Antetokounmpo,PF,30,MIL,2,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-5.2,-2.3,-7.5,0.0
aytonde01,2023,9,Deandre Ayton,C,24,PHO,10,319,13.9,0.553,0.000,0.207,10.9,24.4,17.8,4.4,0.9,1.8,12.3,19.0,0.1,0.2,0.3,0.047,-1.9,-1.6,-3.5,-0.1
baldwpa01,2023,10,Patrick Baldwin Jr.,SF,20,GSW,3,11,-4.3,0.000,1.000,0.000,0.0,28.6,14.1,10.4,0.0,0.0,0.0,11.2,-0.1,0.0,0.0,-0.176,-9.8,-2.5,-12.3,0.0
bambamo01,2023,11,Mo Bamba,C,24,LAL,3,10,2.9,0.000,0.500,0.000,0.0,30.2,15.9,11.8,0.0,9.0,0.0,8.8,0.0,0.0,0.0,-0.083,-6.2,3.1,-3.1,0.0
banede01,2023,12,Desmond Bane,SG,24,MEM,6,231,13.3,0.548,0.431,0.250,2.9,13.7,7.9,14.4,0.6,0.0,11.7,26.4,0.1,0.2,0.3,0.056,1.1,-0.2,0.8,0.2
barneha02,2023,13,Harrison Barnes,PF,30,SAC,7,196,12.0,0.525,0.417,0.433,5.1,7.5,6.2,3.5,1.9,1.0,4.0,15.1,0.2,0.2,0.4,0.091,0.0,0.0,0.0,0.1
barrerj01,2023,14,RJ Barrett,SG,22,NYK,11,377,14.6,0.550,0.372,0.396,1.5,13.3,7.4,15.0,1.2,0.5,11.5,25.7,0.3,0.5,0.8,0.105,0.9,0.4,1.3,0.3
batumni01,2023,15,Nicolas Batum,PF,34,LAC,5,92,7.9,0.579,0.895,0.000,1.2,13.4,6.9,8.5,1.1,1.7,9.5,9.6,0.1,0.0,0.1,0.028,-1.5,1.1,-0.4,0.0
beaslma01,2023,16,Malik Beasley,SG,26,LAL,11,91,5.4,0.450,0.765,0.176,3.7,5.5,4.7,3.0,0.5,0.0,5.2,18.7,-0.1,0.0,0.0,-0.019,-3.6,-2.1,-5.7,-0.1
beaucma01,2023,17,MarJon Beauchamp,SF,22,MIL,2,5,32.9,0.833,0.333,0.000,0.0,23.6,11.3,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.210,13.4,1.2,14.6,0.0
beysa01,2023,18,Saddiq Bey,SF,23,ATL,6,133,10.9,0.512,0.450,0.225,5.2,15.2,9.8,5.6,1.1,0.0,4.4,14.2,0.1,0.0,0.1,0.038,-0.6,-1.5,-2.1,0.0
biyombi01,2023,19,Bismack Biyombo,C,30,PHO,8,78,15.4,0.564,0.000,1.125,15.3,24.9,20.2,9.8,0.0,10.6,20.1,16.9,0.1,0.1,0.1,0.088,-4.4,2.9,-1.5,0.0
bogdabo01,2023,20,Bogdan Bogdanović,SG,30,ATL,6,157,19.1,0.701,0.611,0.130,1.3,12.1,6.2,13.2,1.8,3.0,5.0,15.7,0.5,0.0,0.5,0.165,3.3,2.7,6.0,0.3
bookede01,2023,21,Devin Booker,SG,26,PHO,11,459,28.6,0.686,0.253,0.278,3.1,10.2,6.7,29.1,2.0,1.6,10.6,29.0,2.1,0.2,2.3,0.236,8.7,2.0,10.7,1.5
bostobr01,2023,22,Brandon Boston Jr.,SF,21,LAC,1,1,-50.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.0,0.0,0.0,0.0,-1.438,-40.9,-17.3,-58.2,0.0
braunch01,2023,23,Christian Braun,SG,21,DEN,19,247,9.5,0.572,0.222,0.422,5.9,12.3,9.2,5.7,2.3,1.4,15.8,11.5,0.1,0.4,0.5,0.091,-3.3,2.0,-1.4,0.0
bridgmi01,2023,24,Mikal Bridges,SG,26,BRK,4,157,16.3,0.539,0.325,0.299,1.5,13.7,7.7,20.5,0.7,1.2,8.4,29.8,0.0,0.1,0.1,0.027,2.2,-0.8,1.4,0.1
brogdma01,2023,25,Malcolm Brogdon,PG,30,BOS,19,474,13.4,0.535,0.444,0.179,3.2,12.4,8.0,17.2,0.3,0.9,8.2,22.0,0.5,0.3,0.7,0.076,-0.2,-1.5,-1.6,0.0
brookdi01,2023,26,Dillon Brooks,SF,27,MEM,6,167,2.4,0.393,0.545,0.091,1.7,9.8,5.5,10.3,0.3,0.0,8.0,21.8,-0.4,0.1,-0.3,-0.082,-6.1,-1.4,-7.5,-0.2
brownbr01,2023,27,Bruce Brown,SF,26,DEN,20,530,15.5,0.607,0.324,0.278,3.4,13.8,8.8,10.2,2.0,1.5,10.4,18.7,0.8,0.7,1.6,0.141,-0.3,1.4,1.1,0.4
