Year,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,NRtg,Rel NRtg,Playoffs,SW,SL,Rtg
1996,Suns,41,41,0.5,4th of 7,0.28,93.2,1.4,110.3,2.7,110,2.4,0.3,0.3,1st Rnd. Exit,0,1,0.381
2008,Wizards,43,39,0.524,2nd of 5,-0.61,89.5,-2.9,109.2,1.7,109.6,2.1,-0.4,-0.4,1st Rnd. Exit,0,1,0.381
2017,Nuggets,40,42,0.488,4th of 5,0.7,98.3,1.9,113.2,4.4,112.7,3.9,0.5,0.5,Missed Playoffs,0,0,0.380
1990,Pacers,42,40,0.512,5th of 7,-0.18,97,-1.3,111.5,3.4,111.4,3.3,0.1,0.1,1st Rnd. Exit,0,1,0.380
1990,Bucks,44,38,0.537,3rd of 7,-1.06,98,-0.3,107.3,-0.8,108.1,0,-0.8,-0.8,1st Rnd. Exit,0,1,0.380
2023,Timberwolves,42,40,0.512,2nd of 5,-0.22,101,1.9,113.7,-1.1,113.8,-1,-0.1,-0.1,1st Rnd. Exit,0,1,0.380
1993,Hawks,43,39,0.524,4th of 7,-0.67,97.6,0.8,109.3,1.3,110.2,2.2,-0.9,-0.9,1st Rnd. Exit,0,1,0.379
2003,Bucks,42,40,0.512,4th of 8,-0.24,90.4,-0.6,108.8,5.2,108.6,5,0.2,0.2,1st Rnd. Exit,0,1,0.379
1998,Pistons,37,45,0.451,6th of 8,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,1.8,1.8,Missed Playoffs,0,0,0.379
2009,76ers,41,41,0.5,2nd of 5,0.16,90,-1.7,107.9,-0.4,107.8,-0.5,0.1,0.1,1st Rnd. Exit,0,1,0.378
1996,Wizards,39,43,0.476,4th of 7,0.99,93.7,1.9,108.7,1.1,107.6,0,1.1,1.1,Missed Playoffs,0,0,0.377
2007,Heat,44,38,0.537,1st of 5,-1.21,89.9,-2,104.3,-2.2,105.3,-1.2,-1,-1.0,1st Rnd. Exit,0,1,0.377
2003,Magic,42,40,0.512,4th of 7,-0.39,93.1,2.1,105.2,1.6,105,1.4,0.2,0.2,1st Rnd. Exit,0,1,0.376
2019,Nets,42,40,0.512,4th of 5,-0.4,100.8,0.8,109.6,-0.8,109.7,-0.7,-0.1,-0.1,1st Rnd. Exit,0,1,0.376
2017,Bulls,41,41,0.5,4th of 5,0.03,95.3,-1.1,107.4,-1.4,107,-1.8,0.4,0.4,1st Rnd. Exit,0,1,0.376
2017,Bucks,42,40,0.512,2nd of 5,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,-0.2,-0.2,1st Rnd. Exit,0,1,0.375
2014,Hornets,43,39,0.524,3rd of 5,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,-0.2,-0.2,1st Rnd. Exit,0,1,0.375
2003,SuperSonics,40,42,0.488,5th of 7,0.37,88,-3,103.7,0.1,103.9,0.3,-0.2,-0.2,Missed Playoffs,0,0,0.374
1992,Lakers,43,39,0.524,6th of 7,-0.95,92.5,-4.1,107.7,-0.5,108.9,0.7,-1.2,-1.2,1st Rnd. Exit,0,1,0.374
2007,Magic,40,42,0.488,3rd of 5,0.35,89.9,-2,104.9,-1.6,104.1,-2.4,0.8,0.8,1st Rnd. Exit,0,1,0.373
2015,Bucks,41,41,0.5,3rd of 5,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,0.5,0.5,1st Rnd. Exit,0,1,0.373
2004,Jazz,42,40,0.512,7th of 7,-0.53,86.6,-3.5,101.9,-1,103.3,0.4,-1.4,-1.4,Missed Playoffs,0,0,0.373
2009,Bulls,41,41,0.5,2nd of 5,-0.16,93.1,1.4,108.4,0.1,108.7,0.4,-0.3,-0.3,1st Rnd. Exit,0,1,0.372
2007,Nets,41,41,0.5,2nd of 5,-1,91.4,-0.5,105.7,-0.8,106.6,0.1,-0.9,-0.9,2nd Rnd. Exit,1,1,0.372
1999,Timberwolves,25,25,0.5,4th of 7,-0.17,91,2.1,101.9,-0.3,101.5,-0.7,0.4,0.4,1st Rnd. Exit,0,1,0.371
1990,Cavaliers,42,40,0.512,4th of 7,-0.62,95,-3.3,106.9,-1.2,107.2,-0.9,-0.3,-0.3,1st Rnd. Exit,0,1,0.371
2005,76ers,43,39,0.524,2nd of 5,-1.07,94.9,4,103.5,-2.6,104.3,-1.8,-0.8,-0.8,1st Rnd. Exit,0,1,0.371
2017,Pacers,42,40,0.512,3rd of 5,-0.64,95.9,-0.5,108.6,-0.2,108.8,0,-0.2,-0.2,1st Rnd. Exit,0,1,0.371
1997,Suns,40,42,0.488,4th of 7,0.21,93.2,3.1,109.3,2.6,108.6,1.9,0.7,0.6,1st Rnd. Exit,0,1,0.370
1994,Hornets,41,41,0.5,5th of 7,-0.23,97.5,2.4,108.4,2.1,108.6,2.3,-0.2,-0.2,Missed Playoffs,0,0,0.370
2017,TrailBlazers,41,41,0.5,3rd of 5,-0.23,96.7,0.3,110.3,1.5,110.8,2,-0.5,-0.5,1st Rnd. Exit,0,1,0.370
2013,Mavericks,41,41,0.5,4th of 5,-0.24,94.1,2.1,105.9,0,106.5,0.6,-0.6,-0.6,Missed Playoffs,0,0,0.370
2008,76ers,40,42,0.488,3rd of 5,0.19,90.4,-2,106.4,-1.1,106,-1.5,0.4,0.4,1st Rnd. Exit,0,1,0.370
2002,Raptors,42,40,0.512,3rd of 8,-0.71,88.8,-1.9,102.6,-1.9,103.1,-1.4,-0.5,-0.5,1st Rnd. Exit,0,1,0.369
2017,Hawks,43,39,0.524,2nd of 5,-1.23,97.4,1,104.9,-3.9,105.7,-3.1,-0.8,-0.8,1st Rnd. Exit,0,1,0.368
1991,Pacers,41,41,0.5,5th of 7,-0.37,99.4,1.6,111.7,3.8,112.1,4.2,-0.4,-0.4,1st Rnd. Exit,0,1,0.367
2013,Celtics,41,40,0.506,3rd of 5,-0.62,91.7,-0.3,103.1,-2.8,103.3,-2.6,-0.2,-0.2,1st Rnd. Exit,0,1,0.367
1996,Hornets,41,41,0.5,6th of 8,-0.48,91.6,-0.2,111.2,3.6,111.8,4.2,-0.6,-0.6,Missed Playoffs,0,0,0.365
2016,Wizards,41,41,0.5,4th of 5,-0.5,98.5,2.7,105.3,-1.1,105.8,-0.6,-0.5,-0.5,Missed Playoffs,0,0,0.365
2007,Clippers,40,42,0.488,4th of 5,-0.07,90.8,-1.1,105.1,-1.4,105.6,-0.9,-0.5,-0.5,Missed Playoffs,0,0,0.364
2008,TrailBlazers,41,41,0.5,3rd of 5,-0.52,87.9,-4.5,107.3,-0.2,108.4,0.9,-1.1,-1.1,Missed Playoffs,0,0,0.364
1998,Magic,41,41,0.5,5th of 7,-0.53,87.1,-3.2,102.6,-2.4,103.8,-1.2,-1.2,-1.2,Missed Playoffs,0,0,0.364
2019,Pistons,41,41,0.5,3rd of 5,-0.56,97.4,-2.6,109,-1.4,109.2,-1.2,-0.2,-0.2,1st Rnd. Exit,0,1,0.363
2004,TrailBlazers,41,41,0.5,3rd of 7,-0.58,86.2,-3.9,103.7,0.8,105.1,2.2,-1.4,-1.4,Missed Playoffs,0,0,0.363
2015,Jazz,38,44,0.463,3rd of 5,0.71,90.4,-3.5,105.1,-0.5,104.9,-0.7,0.2,0.2,Missed Playoffs,0,0,0.362
2002,Bucks,41,41,0.5,5th of 8,-0.62,90.2,-0.5,106.9,2.4,107.1,2.6,-0.2,-0.2,Missed Playoffs,0,0,0.362
2020,Suns,34,39,0.466,3rd of 5,0.56,101.3,1,111.7,1.1,111.4,0.8,0.3,0.5,Missed Playoffs,0,0,0.361
2004,Pelicans,41,41,0.5,3rd of 8,-0.72,89.1,-1,102.3,-0.6,102.4,-0.5,-0.1,-0.1,1st Rnd. Exit,0,1,0.360
2000,Mavericks,40,42,0.488,4th of 7,-0.29,94.9,1.8,106.6,2.5,107.2,3.1,-0.6,-0.6,Missed Playoffs,0,0,0.360
2001,Pacers,41,41,0.5,4th of 8,-0.77,89.4,-1.9,102,-1,102.2,-0.8,-0.2,-0.2,1st Rnd. Exit,0,1,0.359
2007,Wizards,41,41,0.5,2nd of 5,-0.8,94.1,2.2,110.1,3.6,110.6,4.1,-0.5,-0.5,1st Rnd. Exit,0,1,0.358
2015,Celtics,40,42,0.488,2nd of 5,-0.4,95.8,1.9,104.7,-0.9,104.5,-1.1,0.2,0.2,1st Rnd. Exit,0,1,0.358
2011,Suns,40,42,0.488,2nd of 5,-0.46,94.4,2.3,109.5,2.2,110.4,3.1,-0.9,-0.9,Missed Playoffs,0,0,0.356
2002,Clippers,39,43,0.476,5th of 7,-0.09,90.1,-0.6,105.5,1,106,1.5,-0.5,-0.5,Missed Playoffs,0,0,0.355
2016,Bulls,42,40,0.512,4th of 5,-1.46,95.7,-0.1,105,-1.4,106.5,0.1,-1.5,-1.5,Missed Playoffs,0,0,0.354
2021,Pacers,34,38,0.472,2nd of 5,-0.13,101.6,2.4,112.4,0.1,112.4,0.1,0,0.0,Missed Playoffs,0,0,0.351
2018,Pistons,39,43,0.476,4th of 5,-0.26,96.2,-1.1,107.2,-1.4,107.3,-1.3,-0.1,-0.1,Missed Playoffs,0,0,0.351
1998,Rockets,41,41,0.5,4th of 7,-1.23,91,0.7,107.7,2.7,108.6,3.6,-0.9,-0.9,1st Rnd. Exit,0,1,0.349
2009,Pistons,39,43,0.476,3rd of 5,-0.36,86.7,-5,107.4,-0.9,108,-0.3,-0.6,-0.6,1st Rnd. Exit,0,1,0.349
2015,Suns,39,43,0.476,3rd of 5,-0.38,96.3,2.4,105.3,-0.3,106.2,0.6,-0.9,-0.9,Missed Playoffs,0,0,0.349
1991,Knicks,39,43,0.476,3rd of 6,-0.43,95,-2.8,107.1,-0.8,107.3,-0.6,-0.2,-0.2,1st Rnd. Exit,0,1,0.348
2012,Bucks,31,35,0.47,3rd of 5,-0.23,93.7,2.4,105.5,0.9,105.2,0.6,0.3,0.3,Missed Playoffs,0,0,0.347
2019,Heat,39,43,0.476,3rd of 5,-0.45,98.2,-1.8,107.3,-3.1,107.6,-2.8,-0.3,-0.3,Missed Playoffs,0,0,0.347
2005,Nets,42,40,0.512,3rd of 5,-1.82,89.1,-1.8,101.4,-4.7,103.1,-3,-1.7,-1.7,1st Rnd. Exit,0,1,0.346
1999,SuperSonics,25,25,0.5,5th of 7,-1.43,89.6,0.7,105,2.8,106.2,4,-1.2,-1.2,Missed Playoffs,0,0,0.345
2023,Mavericks,38,44,0.463,3rd of 5,-0.14,96.6,-2.5,116.8,2,116.7,1.9,0.1,0.1,Missed Playoffs,0,0,0.345
1992,Rockets,42,40,0.512,3rd of 6,-1.94,95.1,-1.5,106.2,-2,108,-0.2,-1.8,-1.8,Missed Playoffs,0,0,0.344
2006,Bucks,40,42,0.488,5th of 5,-1.07,91.2,0.7,106.3,0.1,107.4,1.2,-1.1,-1.1,1st Rnd. Exit,0,1,0.344
2020,Nets,35,37,0.486,4th of 5,-1.01,101.4,1.1,108.9,-1.7,109.5,-1.1,-0.6,-0.4,1st Rnd. Exit,0,1,0.344
1993,Pistons,40,42,0.488,6th of 7,-1.1,93.2,-3.6,107.4,-0.6,108.9,0.9,-1.5,-1.5,Missed Playoffs,0,0,0.343
2015,Pacers,38,44,0.463,4th of 5,-0.23,93.2,-0.7,103.5,-2.1,103.2,-2.4,0.3,0.3,Missed Playoffs,0,0,0.343
2020,TrailBlazers,35,39,0.473,4th of 5,-0.61,100.7,0.4,113.7,3.1,114.8,4.2,-1.1,-0.9,1st Rnd. Exit,0,1,0.342
1995,Kings,39,43,0.476,5th of 7,-0.74,92.3,-0.6,105.5,-2.8,106.5,-1.8,-1,-1.0,Missed Playoffs,0,0,0.341
2010,Bulls,41,41,0.5,3rd of 5,-1.64,93.1,0.4,103.5,-4.1,105.3,-2.3,-1.8,-1.8,1st Rnd. Exit,0,1,0.341
2019,Kings,39,43,0.476,3rd of 5,-0.81,103.1,3.1,110.4,0,111.5,1.1,-1.1,-1.1,Missed Playoffs,0,0,0.340
2016,Grizzlies,42,40,0.512,3rd of 5,-2.14,93.3,-2.5,105.4,-1,107.8,1.4,-2.4,-2.4,1st Rnd. Exit,0,1,0.340
2004,SuperSonics,37,45,0.451,5th of 7,0.02,89.9,-0.2,107.3,4.4,108,5.1,-0.7,-0.7,Missed Playoffs,0,0,0.339
2022,Knicks,37,45,0.451,5th of 5,-0.01,95.9,-2.3,110.4,-1.6,110.5,-1.5,-0.1,-0.1,Missed Playoffs,0,0,0.338
2004,Warriors,37,45,0.451,4th of 7,-0.07,89.8,-0.3,103,0.1,103.8,0.9,-0.8,-0.8,Missed Playoffs,0,0,0.337
2010,Grizzlies,40,42,0.488,4th of 5,-1.39,93.6,0.9,108.3,0.7,109.9,2.3,-1.6,-1.6,Missed Playoffs,0,0,0.337
2003,Warriors,38,44,0.463,6th of 7,-0.6,94.2,3.2,108.3,4.7,109.5,5.9,-1.2,-1.2,Missed Playoffs,0,0,0.335
1992,Nets,40,42,0.488,3rd of 7,-1.54,98,1.4,107,-1.2,108.7,0.5,-1.7,-1.7,1st Rnd. Exit,0,1,0.334
2007,Pelicans,39,43,0.476,4th of 5,-1.19,90.2,-1.7,104.8,-1.7,106.5,0,-1.7,-1.7,Missed Playoffs,0,0,0.332
1993,Lakers,39,43,0.476,5th of 7,-1.2,96.2,-0.6,107.6,-0.4,108.9,0.9,-1.3,-1.3,1st Rnd. Exit,0,1,0.332
2018,Hornets,36,46,0.439,3rd of 5,0.07,98.4,1.1,109.4,0.8,109.1,0.5,0.3,0.3,Missed Playoffs,0,0,0.331
2020,Grizzlies,34,39,0.466,3rd of 5,-0.91,102.8,2.5,109.2,-1.4,110.3,-0.3,-1.1,-0.9,Missed Playoffs,0,0,0.330
2014,Hawks,38,44,0.463,4th of 5,-0.88,94.6,0.7,105.9,-0.8,106.4,-0.3,-0.5,-0.5,1st Rnd. Exit,0,1,0.329
2019,Hornets,39,43,0.476,2nd of 5,-1.32,98.7,-1.3,111.4,1,112.5,2.1,-1.1,-1.1,Missed Playoffs,0,0,0.329
2005,Clippers,37,45,0.451,3rd of 5,-0.47,89.1,-1.8,105.5,-0.6,106.4,0.3,-0.9,-0.9,Missed Playoffs,0,0,0.329
1997,Timberwolves,40,42,0.488,3rd of 7,-1.82,90.7,0.6,105.5,-1.2,107.1,0.4,-1.6,-1.7,1st Rnd. Exit,0,1,0.328
2017,Hornets,36,46,0.439,4th of 5,-0.07,95.7,-0.7,108.8,0,108.6,-0.2,0.2,0.2,Missed Playoffs,0,0,0.328
2010,Raptors,40,42,0.488,2nd of 5,-1.83,93.1,0.4,111.3,3.7,113.2,5.6,-1.9,-1.9,Missed Playoffs,0,0,0.328
2001,Nuggets,40,42,0.488,6th of 7,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,-2.6,-2.6,Missed Playoffs,0,0,0.328
2011,Jazz,39,43,0.476,4th of 5,-1.44,91,-1.1,108.1,0.8,110.1,2.8,-2,-2.0,Missed Playoffs,0,0,0.327
2020,Spurs,32,39,0.451,4th of 5,-0.65,100.5,0.2,112.4,1.8,113.5,2.9,-1.1,-0.9,Missed Playoffs,0,0,0.324
1992,Hawks,38,44,0.463,5th of 7,-1.15,97.8,1.2,107.3,-0.9,108.9,0.7,-1.6,-1.6,Missed Playoffs,0,0,0.324
2006,Jazz,41,41,0.5,2nd of 5,-2.49,87.8,-2.7,104.1,-2.1,107,0.8,-2.9,-2.9,Missed Playoffs,0,0,0.323
2002,Suns,36,46,0.439,6th of 7,-0.3,91.4,0.7,103.3,-1.2,104,-0.5,-0.7,-0.7,Missed Playoffs,0,0,0.323
2024,Bulls,39,43,0.476,4th of 5,-1.77,96.3,-2.2,114.9,-0.4,116.3,1,-1.4,-1.4,Missed Playoffs,0,0,0.320
2020,Magic,33,40,0.452,2nd of 5,-0.93,98.6,-1.7,108.5,-2.1,109.5,-1.1,-1,-0.8,1st Rnd. Exit,0,1,0.320
2021,Pelicans,31,41,0.431,4th of 5,-0.2,100.1,0.9,113.5,1.2,113.8,1.5,-0.3,-0.3,Missed Playoffs,0,0,0.319
1999,Raptors,23,27,0.46,6th of 8,-1.32,88.8,-0.1,102,-0.2,103.9,1.7,-1.9,-1.9,Missed Playoffs,0,0,0.318
2023,Jazz,37,45,0.451,4th of 5,-1.03,100.5,1.4,115.8,1,116.7,1.9,-0.9,-0.9,Missed Playoffs,0,0,0.317
2004,Knicks,39,43,0.476,3rd of 7,-1.97,89.5,-0.6,101.7,-1.2,103.3,0.4,-1.6,-1.6,1st Rnd. Exit,0,1,0.316
2021,Wizards,34,38,0.472,3rd of 5,-1.85,104.1,4.9,111.2,-1.1,113,0.7,-1.8,-1.8,1st Rnd. Exit,0,1,0.316
2012,TrailBlazers,28,38,0.424,4th of 5,-0.22,91.2,-0.1,105.7,1.1,106.4,1.8,-0.7,-0.7,Missed Playoffs,0,0,0.314
2009,Pacers,36,46,0.439,4th of 5,-0.76,96.5,4.8,108.1,-0.2,109.2,0.9,-1.1,-1.1,Missed Playoffs,0,0,0.313
2022,Pelicans,36,46,0.439,3rd of 5,-0.84,97.2,-1,112,0,113,1,-1,-1.0,1st Rnd. Exit,0,1,0.312
2017,Pistons,37,45,0.451,5th of 5,-1.29,95,-1.4,106,-2.8,107.1,-1.7,-1.1,-1.1,Missed Playoffs,0,0,0.312
2022,Spurs,34,48,0.415,4th of 5,0.02,100,1.8,112.4,0.4,112.3,0.3,0.1,0.1,Missed Playoffs,0,0,0.311
2021,Spurs,33,39,0.458,3rd of 5,-1.58,98.9,-0.3,111,-1.3,112.8,0.5,-1.8,-1.8,Missed Playoffs,0,0,0.311
2019,Lakers,37,45,0.451,4th of 5,-1.33,103.2,3.2,107.8,-2.6,109.5,-0.9,-1.7,-1.7,Missed Playoffs,0,0,0.311
1999,Cavaliers,22,28,0.44,7th of 8,-0.94,86.4,-2.5,99.6,-2.6,101.6,-0.6,-2,-2.0,Missed Playoffs,0,0,0.310
1993,Heat,36,46,0.439,5th of 7,-0.93,94.6,-2.2,107.7,-0.3,108.9,0.9,-1.2,-1.2,Missed Playoffs,0,0,0.310
2011,Pacers,37,45,0.451,2nd of 5,-1.38,94.7,2.6,104.8,-2.5,106,-1.3,-1.2,-1.2,1st Rnd. Exit,0,1,0.310
2013,Bucks,38,44,0.463,3rd of 5,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,-1.6,-1.6,1st Rnd. Exit,0,1,0.309
2014,Knicks,37,45,0.451,3rd of 5,-1.4,90.3,-3.6,108.3,1.6,109.1,2.4,-0.8,-0.8,Missed Playoffs,0,0,0.309
2008,Kings,38,44,0.463,4th of 5,-1.86,94.7,2.3,107.5,0,109.9,2.4,-2.4,-2.4,Missed Playoffs,0,0,0.309
2019,Timberwolves,36,46,0.439,5th of 5,-1.02,100.2,0.2,111.4,1,112.9,2.5,-1.5,-1.5,Missed Playoffs,0,0,0.308
2003,Wizards,37,45,0.451,5th of 7,-1.47,88.2,-2.8,103,-0.6,104.1,0.5,-1.1,-1.1,Missed Playoffs,0,0,0.308
2002,Wizards,37,45,0.451,5th of 7,-1.58,88.3,-2.4,104.8,0.3,106.4,1.9,-1.6,-1.6,Missed Playoffs,0,0,0.305
2003,Knicks,37,45,0.451,6th of 7,-1.61,90.7,-0.3,104.7,1.1,106.2,2.6,-1.5,-1.5,Missed Playoffs,0,0,0.305
2006,76ers,38,44,0.463,2nd of 5,-2.1,92.7,2.2,106,-0.2,108.1,1.9,-2.1,-2.1,Missed Playoffs,0,0,0.304
2021,Bulls,31,41,0.431,3rd of 5,-0.94,99,-0.2,111.1,-1.2,112,-0.3,-0.9,-0.9,Missed Playoffs,0,0,0.303
2021,Hornets,33,39,0.458,4th of 5,-1.94,98.3,-0.9,110.9,-1.4,112.8,0.5,-1.9,-1.9,Missed Playoffs,0,0,0.303
2006,Magic,36,46,0.439,3rd of 5,-1.26,88.3,-2.2,106.3,0.1,107.5,1.3,-1.2,-1.2,Missed Playoffs,0,0,0.303
1996,Kings,39,43,0.476,5th of 7,-2.62,93.4,1.6,106.2,-1.4,109.1,1.5,-2.9,-2.9,1st Rnd. Exit,0,1,0.302
1998,Bucks,36,46,0.439,7th of 8,-1.33,90.2,-0.1,103.5,-1.5,105.6,0.6,-2.1,-2.1,Missed Playoffs,0,0,0.302
2020,Pelicans,30,42,0.417,5th of 5,-0.55,103.7,3.4,110.7,0.1,111.9,1.3,-1.2,-1.0,Missed Playoffs,0,0,0.301
2014,Nuggets,36,46,0.439,4th of 5,-1.4,98.1,4.2,106,-0.7,108.2,1.5,-2.2,-2.2,Missed Playoffs,0,0,0.300
1996,Warriors,36,46,0.439,6th of 7,-1.42,93.4,1.6,108.4,0.8,109.9,2.3,-1.5,-1.5,Missed Playoffs,0,0,0.300
2000,Celtics,35,47,0.427,5th of 7,-1,94.6,1.5,104.8,0.7,105.6,1.5,-0.8,-0.8,Missed Playoffs,0,0,0.299
2000,Rockets,34,48,0.415,6th of 7,-0.57,94.2,1.1,104.8,0.7,105.7,1.6,-0.9,-0.9,Missed Playoffs,0,0,0.299
2011,Bucks,35,47,0.427,3rd of 5,-1.02,89.8,-2.3,101.6,-5.7,102.5,-4.8,-0.9,-0.9,Missed Playoffs,0,0,0.299
2023,Wizards,35,47,0.427,3rd of 5,-1.06,98.6,-0.5,114.4,-0.4,115.6,0.8,-1.2,-1.2,Missed Playoffs,0,0,0.298
2006,Pelicans,38,44,0.463,4th of 5,-2.51,89,-1.5,103.7,-2.5,106.8,0.6,-3.1,-3.1,Missed Playoffs,0,0,0.295
2009,Hornets,35,47,0.427,4th of 5,-1.2,88.3,-3.4,104.7,-3.6,106.1,-2.2,-1.4,-1.4,Missed Playoffs,0,0,0.295
2009,Bucks,34,48,0.415,5th of 5,-0.88,92.6,0.9,106.7,-1.6,107.9,-0.4,-1.2,-1.2,Missed Playoffs,0,0,0.293
1992,76ers,35,47,0.427,5th of 7,-1.34,93.7,-2.9,108.3,0.1,109.7,1.5,-1.4,-1.4,Missed Playoffs,0,0,0.292
2008,Hawks,37,45,0.451,3rd of 5,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,-2,-2.0,1st Rnd. Exit,0,1,0.292
1993,Warriors,34,48,0.415,6th of 7,-0.94,99.5,2.7,109.2,1.2,110.2,2.2,-1,-1.0,Missed Playoffs,0,0,0.291
2010,Pelicans,37,45,0.451,5th of 5,-2.27,92.6,-0.1,107.4,-0.2,110.1,2.5,-2.7,-2.7,Missed Playoffs,0,0,0.291
2002,Heat,36,46,0.439,6th of 7,-1.84,87.4,-3.3,98.5,-6,100.2,-4.3,-1.7,-1.7,Missed Playoffs,0,0,0.291
2008,Pacers,36,46,0.439,3rd of 5,-1.87,97.7,5.3,106,-1.5,107.5,0,-1.5,-1.5,Missed Playoffs,0,0,0.290
2018,Lakers,35,47,0.427,3rd of 5,-1.44,100.3,3,106.5,-2.1,108,-0.6,-1.5,-1.5,Missed Playoffs,0,0,0.290
2020,Kings,31,41,0.431,4th of 5,-1.59,98.9,-1.4,110.2,-0.4,112.2,1.6,-2,-1.8,Missed Playoffs,0,0,0.290
1998,Celtics,36,46,0.439,6th of 7,-1.96,93.3,3,102.6,-2.4,105.4,0.4,-2.8,-2.8,Missed Playoffs,0,0,0.288
2006,Warriors,34,48,0.415,5th of 5,-1.11,93.3,2.8,104.8,-1.4,106.2,0,-1.4,-1.4,Missed Playoffs,0,0,0.288
2004,Celtics,36,46,0.439,4th of 7,-1.99,93.2,3.1,102.1,-0.8,103.7,0.8,-1.6,-1.6,1st Rnd. Exit,0,1,0.288
2011,Warriors,36,46,0.439,3rd of 5,-2,94.8,2.7,108.2,0.9,110.7,3.4,-2.5,-2.5,Missed Playoffs,0,0,0.288
1990,Warriors,37,45,0.451,5th of 7,-2.55,105.9,7.6,109.6,1.5,112.6,4.5,-3,-3.0,Missed Playoffs,0,0,0.285
2016,Magic,35,47,0.427,5th of 5,-1.68,96,0.2,105.1,-1.3,106.8,0.4,-1.7,-1.7,Missed Playoffs,0,0,0.285
1993,Nuggets,36,46,0.439,4th of 6,-2.14,99.8,3,104.6,-3.4,106.3,-1.7,-1.7,-1.7,Missed Playoffs,0,0,0.285
2006,Rockets,34,48,0.415,5th of 5,-1.3,88,-2.5,101.6,-4.6,103.3,-2.9,-1.7,-1.7,Missed Playoffs,0,0,0.284
2019,Mavericks,33,49,0.402,5th of 5,-0.87,99,-1,109.4,-1,110.7,0.3,-1.3,-1.3,Missed Playoffs,0,0,0.284
2000,Nuggets,35,47,0.427,5th of 7,-1.76,94.7,1.6,103.5,-0.6,105.8,1.7,-2.3,-2.3,Missed Playoffs,0,0,0.283
2015,Nets,38,44,0.463,3rd of 5,-3.13,92.7,-1.2,104.4,-1.2,107.4,1.8,-3,-3.0,1st Rnd. Exit,0,1,0.282
1995,Celtics,35,47,0.427,3rd of 7,-1.92,94,1.1,108.6,0.3,110.6,2.3,-2,-2.0,1st Rnd. Exit,0,1,0.280
2024,Hawks,36,46,0.439,3rd of 5,-2.38,100.1,1.6,117.2,1.9,119.4,4.1,-2.2,-2.2,Missed Playoffs,0,0,0.280
1995,Mavericks,36,46,0.439,5th of 6,-2.39,94.7,1.8,107.6,-0.7,110.6,2.3,-3,-3.0,Missed Playoffs,0,0,0.279
2001,Celtics,36,46,0.439,5th of 7,-2.4,92.6,1.3,101.4,-1.6,103.7,0.7,-2.3,-2.3,Missed Playoffs,0,0,0.279
2019,Pelicans,33,49,0.402,4th of 5,-1.1,103.3,3.3,111.4,1,112.6,2.2,-1.2,-1.2,Missed Playoffs,0,0,0.279
2015,Heat,37,45,0.451,3rd of 5,-2.92,90.9,-3,103.9,-1.7,106.7,1.1,-2.8,-2.8,Missed Playoffs,0,0,0.278
2005,Magic,36,46,0.439,3rd of 5,-2.52,94.7,3.8,104.9,-1.2,107.3,1.2,-2.4,-2.4,Missed Playoffs,0,0,0.277
2017,Pelicans,34,48,0.415,4th of 5,-1.69,98,1.6,105.2,-3.6,107.4,-1.4,-2.2,-2.2,Missed Playoffs,0,0,0.276
2005,Warriors,34,48,0.415,5th of 5,-1.74,93.3,2.4,104.7,-1.4,106.9,0.8,-2.2,-2.2,Missed Playoffs,0,0,0.275
1997,Clippers,36,46,0.439,5th of 7,-2.66,91.3,1.2,105.1,-1.6,107.6,0.9,-2.5,-2.6,1st Rnd. Exit,0,1,0.274
2007,Kings,33,49,0.402,5th of 5,-1.35,94.8,2.9,106.2,-0.3,108,1.5,-1.8,-1.8,Missed Playoffs,0,0,0.274
1997,Bucks,33,49,0.402,7th of 8,-1.38,89.5,-0.6,106.2,-0.5,108.3,1.6,-2.1,-2.2,Missed Playoffs,0,0,0.273
2017,Timberwolves,31,51,0.378,5th of 5,-0.64,94.6,-1.8,110.8,2,112,3.2,-1.2,-1.2,Missed Playoffs,0,0,0.270
2013,Raptors,34,48,0.415,5th of 5,-1.96,90.4,-1.6,105.9,0,107.5,1.6,-1.6,-1.6,Missed Playoffs,0,0,0.270
2021,Raptors,27,45,0.375,5th of 5,-0.54,99.2,0,112,-0.3,112.5,0.2,-0.5,-0.5,Missed Playoffs,0,0,0.270
2014,Pelicans,34,48,0.415,5th of 5,-1.98,92.2,-1.7,107.2,0.5,110.1,3.4,-2.9,-2.9,Missed Playoffs,0,0,0.270
2006,Celtics,33,49,0.402,3rd of 5,-1.59,92.2,1.7,105.2,-1,106.9,0.7,-1.7,-1.7,Missed Playoffs,0,0,0.269
1996,Nuggets,35,47,0.427,4th of 7,-2.62,92.2,0.4,105.2,-2.4,108.1,0.5,-2.9,-2.9,Missed Playoffs,0,0,0.266
2007,Pacers,35,47,0.427,4th of 5,-2.62,92.4,0.5,102.9,-3.6,105.5,-1,-2.6,-2.6,Missed Playoffs,0,0,0.266
